template,action,template_skeleton,prompt_preview,target_preview,variant_note,source_prompt_preview,source_target_preview
ground_taxi_hold_short,hold short,"(ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> SWA6575, <GATE> A5, <RWY> 05L, <TXWY> Golf, Alpha, Kilo, <HSRWY> 05R [Pilot]: Greensboro Ground, <F#> SWA6575, at Gate <GATE> A5, request taxi to Runway <RWY> 05L.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, SWA6575, at Gate A5, request taxi to Runway 05L. Structured context: - callsign: SWA6575 - runway: 05L - t","TEMPLATE_ID: ground_taxi_hold_short TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> SWA6575, <GATE> A5, <RWY> 05L, <TXW",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [","[ATC]: SWA6575, taxi to Runway 05L via Golf, Alpha, Kilo, hold short of Runway 05R."
approach_descend_expect_ils,descend,"(ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> DAL9193, <ALT> 6000ft, <RWY> 23R, <DIST> 10.7NM [Pilot]: Greensboro Approach, <F#> DAL9193, level 6000 feet, inbound for landing.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Approach, DAL9193, level 6000 feet, inbound for landing. Structured context: - callsign: DAL9193 - runway: 23R - t","TEMPLATE_ID: approach_descend_expect_ils TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> DAL9193, <ALT> 6000ft, <RWY> 23R",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain","[ATC]: DAL9193, radar contact, descend and maintain 6000, expect ILS Runway 23R."
approach_descend_expect_ils,descend,"(ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> ASA9880, <ALT> 5000ft, <RWY> 23L, <DIST> 23.5NM [Pilot]: Greensboro Approach, <F#> ASA9880, level 10000 feet, inbound for landing.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Approach, ASA9880, level 10000 feet, inbound for landing. Structured context: - callsign: ASA9880 - runway: 23L - ","TEMPLATE_ID: approach_descend_expect_ils TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> ASA9880, <ALT> 5000ft, <RWY> 23L",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain","[ATC]: ASA9880, radar contact, descend and maintain 5000, expect ILS Runway 23L."
ground_taxi_hold_short,hold short,"(ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> JBU8379, <GATE> C3, <RWY> 23L, <TXWY> Echo, Alpha, Bravo, <HSRWY> 32 [Pilot]: Greensboro Ground, <F#> JBU8379, at Gate <GATE> C3, request taxi to Runway <RWY> 23L.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, JBU8379, at Gate C3, request taxi to Runway 23L. Structured context: - callsign: JBU8379 - runway: 23L - t","TEMPLATE_ID: ground_taxi_hold_short TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> JBU8379, <GATE> C3, <RWY> 23L, <TXW",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [","[ATC]: JBU8379, taxi to Runway 23L via Echo, Alpha, Bravo, hold short of Runway 32."
approach_descend_expect_ils,descend,"(ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> AAL2290, <ALT> 3000ft, <RWY> 23R, <DIST> 22.5NM [Pilot]: Greensboro Approach, <F#> AAL2290, level 6000 feet, inbound for landing.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Approach, AAL2290, level 6000 feet, inbound for landing. Structured context: - callsign: AAL2290 - runway: 23R - t","TEMPLATE_ID: approach_descend_expect_ils TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> AAL2290, <ALT> 3000ft, <RWY> 23R",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain","[ATC]: AAL2290, radar contact, descend and maintain 3000, expect ILS Runway 23R."
ground_taxi_to_gate,taxi,"(ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> AAL5610, <TXWY> Delta, Hotel, <GATE> A5 [Pilot]: Greensboro Ground, <F#> AAL5610, clear of active, request taxi to Gate <GATE> A5.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, AAL5610, clear of active, request taxi to Gate A5. Structured context: - callsign: AAL5610 - runway: 23R -","TEMPLATE_ID: ground_taxi_to_gate TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> AAL5610, <TXWY> Delta, Hotel, <GATE> A5 [Pilot]: Greensboro Ground, <F#> AAL5610",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#>","[ATC]: AAL5610, taxi to Gate A5 via Delta, Hotel."
ground_taxi_to_gate,taxi,"(ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> N9084Y, <TXWY> Echo, Golf, <GATE> A5 [Pilot]: Greensboro Ground, <F#> N9084Y, clear of active, request taxi to Gate <GATE> A5.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, N9084Y, clear of active, request taxi to Gate A5. Structured context: - callsign: N9084Y - runway: 23R - t","TEMPLATE_ID: ground_taxi_to_gate TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> N9084Y, <TXWY> Echo, Golf, <GATE> A5 [Pilot]: Greensboro Ground, <F#> N9084Y, cl",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#>","[ATC]: N9084Y, taxi to Gate A5 via Echo, Golf."
approach_descend_expect_ils,descend,"(ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> AAL5259, <ALT> 5000ft, <RWY> 14, <DIST> 9.0NM [Pilot]: Greensboro Approach, <F#> AAL5259, level 9000 feet, inbound for landing.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Approach, AAL5259, level 9000 feet, inbound for landing. Structured context: - callsign: AAL5259 - runway: 14 - ta","TEMPLATE_ID: approach_descend_expect_ils TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> AAL5259, <ALT> 5000ft, <RWY> 14,",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain","[ATC]: AAL5259, radar contact, descend and maintain 5000, expect ILS Runway 14."
ground_taxi_hold_short,hold short,"(ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> N5577B, <GATE> B2, <RWY> 23L, <TXWY> Hotel, Kilo, <HSRWY> 05R [Pilot]: Greensboro Ground, <F#> N5577B, at Gate <GATE> B2, request taxi to Runway <RWY> 23L.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, N5577B, at Gate B2, request taxi to Runway 23L. Structured context: - callsign: N5577B - runway: 23L - tax","TEMPLATE_ID: ground_taxi_hold_short TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> N5577B, <GATE> B2, <RWY> 23L, <TXWY",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [","[ATC]: N5577B, taxi to Runway 23L via Hotel, Kilo, hold short of Runway 05R."
ground_taxi_hold_short,hold short,"(ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> AAL1754, <GATE> D4, <RWY> 14, <TXWY> Juliet, Hotel, Echo, <HSRWY> 05L [Pilot]: Greensboro Ground, <F#> AAL1754, at Gate <GATE> D4, request taxi to Runway <RWY> 14.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, AAL1754, at Gate D4, request taxi to Runway 14. Structured context: - callsign: AAL1754 - runway: 14 - tax","TEMPLATE_ID: ground_taxi_hold_short TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> AAL1754, <GATE> D4, <RWY> 14, <TXWY",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [","[ATC]: AAL1754, taxi to Runway 14 via Juliet, Hotel, Echo, hold short of Runway 05L."
tower_cleared_to_land,cleared to land,"(ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> FFT4233, <WIND> 180 at 12, <RWY> 32, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> FFT4233, <DIST> 15 miles out.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Tower, FFT4233, 15 miles out. Structured context: - callsign: FFT4233 - runway: 32 - taxi_route: Delta, Golf - gat","TEMPLATE_ID: tower_cleared_to_land TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> FFT4233, <WIND> 180 at 12, <RWY> 32, <DIST> 15mi [Pilot]: ",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to l","[ATC]: FFT4233, wind 180 at 12, Runway 32 cleared to land."
ground_taxi_hold_short,hold short,"(ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> FFT592, <GATE> A5, <RWY> 23R, <TXWY> Juliet, Echo, <HSRWY> 05L [Pilot]: Greensboro Ground, <F#> FFT592, at Gate <GATE> A5, request taxi to Runway <RWY> 23R.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, FFT592, at Gate A5, request taxi to Runway 23R. Structured context: - callsign: FFT592 - runway: 23R - tax","TEMPLATE_ID: ground_taxi_hold_short TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> FFT592, <GATE> A5, <RWY> 23R, <TXWY",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [","[ATC]: FFT592, taxi to Runway 23R via Juliet, Echo, hold short of Runway 05L."
tower_cleared_to_land,cleared to land,"(ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> ASA8942, <WIND> 180 at 12, <RWY> 32, <DIST> 10mi [Pilot]: Greensboro Tower, <F#> ASA8942, <DIST> 10 miles out.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Tower, ASA8942, 10 miles out. Structured context: - callsign: ASA8942 - runway: 32 - taxi_route: Bravo, Alpha - ga","TEMPLATE_ID: tower_cleared_to_land TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> ASA8942, <WIND> 180 at 12, <RWY> 32, <DIST> 10mi [Pilot]: ",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to l","[ATC]: ASA8942, wind 180 at 12, Runway 32 cleared to land."
ground_taxi_to_gate,taxi,"(ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> SWA7277, <TXWY> Lima, Golf, <GATE> C5 [Pilot]: Greensboro Ground, <F#> SWA7277, clear of active, request taxi to Gate <GATE> C5.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, SWA7277, clear of active, request taxi to Gate C5. Structured context: - callsign: SWA7277 - runway: 32 - ","TEMPLATE_ID: ground_taxi_to_gate TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> SWA7277, <TXWY> Lima, Golf, <GATE> C5 [Pilot]: Greensboro Ground, <F#> SWA7277, ",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#>","[ATC]: SWA7277, taxi to Gate C5 via Lima, Golf."
ground_taxi_hold_short,hold short,"(ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> UAL8130, <GATE> C1, <RWY> 14, <TXWY> Golf, Kilo, <HSRWY> 23R [Pilot]: Greensboro Ground, <F#> UAL8130, at Gate <GATE> C1, request taxi to Runway <RWY> 14.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, UAL8130, at Gate C1, request taxi to Runway 14. Structured context: - callsign: UAL8130 - runway: 14 - tax","TEMPLATE_ID: ground_taxi_hold_short TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> UAL8130, <GATE> C1, <RWY> 14, <TXWY",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [","[ATC]: UAL8130, taxi to Runway 14 via Golf, Kilo, hold short of Runway 23R."
ground_taxi_hold_short,hold short,"(ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> N3354K, <GATE> C1, <RWY> 05L, <TXWY> Hotel, Echo, <HSRWY> 32 [Pilot]: Greensboro Ground, <F#> N3354K, at Gate <GATE> C1, request taxi to Runway <RWY> 05L.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, N3354K, at Gate C1, request taxi to Runway 05L. Structured context: - callsign: N3354K - runway: 05L - tax","TEMPLATE_ID: ground_taxi_hold_short TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> N3354K, <GATE> C1, <RWY> 05L, <TXWY",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [","[ATC]: N3354K, taxi to Runway 05L via Hotel, Echo, hold short of Runway 32."
ground_taxi_hold_short,hold short,"(ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> UAL4018, <GATE> A5, <RWY> 14, <TXWY> Foxtrot, Golf, Hotel, <HSRWY> 05L [Pilot]: Greensboro Ground, <F#> UAL4018, at Gate <GATE> A5, request taxi to Runway <RWY> 14.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, UAL4018, at Gate A5, request taxi to Runway 14. Structured context: - callsign: UAL4018 - runway: 14 - tax","TEMPLATE_ID: ground_taxi_hold_short TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> UAL4018, <GATE> A5, <RWY> 14, <TXWY",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [","[ATC]: UAL4018, taxi to Runway 14 via Foxtrot, Golf, Hotel, hold short of Runway 05L."
